table_name,column_name,is_primary_key,ordinal_position
MACRO_EXT_ADJ_SOFT,RESULT_ID,Y,1
MACRO_EXT_TUMOR,RESULT_ID,Y,1
MACRO_TUMOR_DEEP,RESULT_ID,Y,1
MACRO_TUMOR_SUPER,RESULT_ID,Y,1
MAJOR_SALIV_GLANDS,RESULT_ID,Y,1
MALE_INFERTILITY_FACTORS,RECORD_ID,Y,1
MALGNT_MIXED_GERM,RESULT_ID,Y,1
MAMMO_HORMONES,ORDER_ID,Y,1
MAMMO_HORMONES,COMMENT_NOTE_ID,Y,6
MAMMO_RESPONSIBLE_PHYS,ORDER_ID,Y,1
MARGINS,RESULT_ID,Y,1
MARGINS_2,RESULT_ID,Y,1
MARG_INV_IN_SITU,RESULT_ID,Y,1
MAR_ADDL_INFO,ORDER_ID,Y,1
MAR_ADDL_INFO,NDC_CSN_ID,Y,5
MAR_ADDL_INFO,ORD_ID,Y,6
MAR_ADDL_INFO,MED_BILL_UCL_ID,Y,13
MAR_ADDL_INFO,COMPOUNDING_CNR_ID,Y,15
MAR_ADMIN_ALERT,ORDER_MED_ID,Y,1
MAR_ADMIN_ALERT,MAR_ALERT_ID,Y,4
MAR_ADMIN_ALT_EDIT,ORDER_MED_ID,Y,1
MAR_ADMIN_ALT_EDIT,MAR_ALERT_EDITD_ID,Y,4
MAR_ADMIN_EDITD,ORDER_MED_ID,Y,1
MAR_ADMIN_EDITD,USER_ID,Y,8
MAR_ADMIN_EDITD,SEC_USER_ID,Y,10
MAR_ADMIN_EDITD,EDIT_MAR_DOC_USR_ID,Y,12
MAR_ADMIN_EDITD,EDIT_MAR_IMM_LNK_ID,Y,24
MAR_ADMIN_EDITD,EDITED_MAR_PEND_USER_ID,Y,40
MAR_ADMIN_EDITD,EDITED_MAR_PEND_SECOND_USER_ID,Y,42
MAR_ADMIN_EDITD,EDIT_DUR_BASED_PARENT_ORDER_ID,Y,51
MAR_ADMIN_INFO,ORDER_MED_ID,Y,1
MAR_ADMIN_INFO,USER_ID,Y,10
MAR_ADMIN_INFO,SEC_USER_ID,Y,12
MAR_ADMIN_INFO,MAR_DOC_USER_ID,Y,14
