table_name,column_name,is_primary_key,ordinal_position
NAMES,RECORD_ID,Y,1
NARR_STAFF_LIST,PAT_ENC_CSN_ID,Y,1
NARR_STAFF_LIST,NARR_STAFF_UNK_ID,Y,6
NARR_STAFF_LIST,NARR_STAFF_DOCU_ID,Y,13
NARR_STAFF_LIST,NARR_STAFF_IEV_ID,Y,17
NASAL_CAV_AND_PARA,RESULT_ID,Y,1
NATIONALITY,PAT_ID,Y,1
NATIVE_VISCERA_RESECT,ORG_RECORD_ID,Y,1
NAV_ACTORD_AUD_TRL,ORDER_ID,Y,1
NAV_ACTORD_AUD_TRL,IP_NAV_AUDIT_USR_ID,Y,3
NCDR_AFIBV2_DEMOGRAPHICS,REGISTRY_DATA_ID,Y,1
NCDR_AFIBV2_DEMOGRAPHICS,PAT_ID,Y,2
NCDR_EPDIV3_DEMOGRAPHICS,REGISTRY_DATA_ID,Y,1
NCDR_EPDIV3_DEMOGRAPHICS,PAT_ID,Y,2
NCDR_EPDIV3_FELLOWS_TRAIN,REGISTRY_DATA_ID,Y,1
NCDR_EPDIV3_LAB_VISITS,REGISTRY_DATA_ID,Y,1
NEPHROLOGY_COMORB_COND,PAT_ID,Y,1
NEPHROLOGY_INFO,EPISODE_ID,Y,1
NEPH_MODALITY_EPISODE,EPISODE_ID,Y,1
NEPH_MODALITY_EPISODE,CLINICAL_EPISODE_ID,Y,2
NEPH_TREATMENT_DAYS,EPISODE_ID,Y,1
NEPH_TREATMENT_HISTORY,EPISODE_ID,Y,1
NEPH_TREATMENT_HISTORY,LAST_EDIT_USER_ID,Y,7
NEPH_TREATMENT_HX_AUDIT,EPISODE_ID,Y,1
NEPH_TREATMENT_HX_AUDIT,CHANGE_USER_ID,Y,8
NEUROBLASTOMA,RESULT_ID,Y,1
NEUROFIBROMA,RESULT_ID,Y,1
NEW_CP_PAT_NOTIF_LOG,CAREPLAN_ID,Y,1
NEW_CP_PAT_NOTIF_LOG,NOTIF_RECIP_PAT_ID,Y,5
NEW_CP_PAT_NOTIF_LOG,NOTIF_RECIP_MYPT_ID,Y,6
NHSN_CLIP_ABSTNS,REGISTRY_DATA_ID,Y,1
NHSN_CLIP_ABSTNS,PAT_ID,Y,2
NHSN_CLIP_ABSTNS,CUR_STAT_USER_ID,Y,4
NHSN_CLIP_ABSTNS,NHSN_INSRTR_EMP_ID,Y,10
NHSN_PEDVAE_SPEC_CLIN_EVT,REGISTRY_DATA_ID,Y,1
NHSN_PROC_ABSTNS,REGISTRY_DATA_ID,Y,1
NHSN_PROC_ABSTNS,PAT_ID,Y,2
NHSN_PROC_ABSTNS,CUR_STAT_USER_ID,Y,4
NHSN_PROC_ABSTNS,LOG_ID,Y,27
NHSN_PROC_ABSTNS,NHSN_ICD_PROC_ID,Y,31
NON_HODGKIN_LYMPH,RESULT_ID,Y,1
NON_PATH_FIND,RESULT_ID,Y,1
NON_PATH_HORM_PR,RESULT_ID,Y,1
NOTES_ACCT,NOTE_ID,Y,1
NOTES_ACCT,ACCOUNT_ID,Y,2
NOTES_ACCT,ENTRY_USER_ID,Y,4
NOTES_HISTORY_LOG,NOTE_CSN_ID,Y,1
NOTES_HISTORY_LOG,NOTE_ID,Y,3
NOTES_LAB,NOTE_ID,Y,1
NOTES_LINK_ORD_TXN,NOTE_ID,Y,1
NOTES_LINK_ORD_TXN,LINKED_ORD_ID,Y,3
NOTES_MC_NMM,CASE_ID,Y,1
NOTES_MC_NMM,NOTE_ID,Y,3
NOTES_MC_NMM,NOTE_USER_ID,Y,6
NOTES_PROC_ORDERS,NOTE_ID,Y,1
NOTES_PROC_ORDERS,ASC_PROC_ORDERS_ID,Y,4
NOTES_PROC_PRE_DX,NOTE_ID,Y,1
NOTES_PROC_PROCS,NOTE_ID,Y,1
NOTES_PROC_PST_DX,NOTE_ID,Y,1
NOTES_TRANS_AUTH,NOTE_CSN_ID,Y,1
NOTES_TRANS_AUTH,AUTH_USER_ID,Y,5
NOTES_TRANS_IB,NOTE_CSN_ID,Y,1
NOTE_AMBIENT_SECTIONS,NOTE_ID,Y,1
NOTE_ATTACHED_IMG,NOTE_ID,Y,1
NOTE_ATTACHED_IMG,NOTE_IMG_DOC_ID,Y,3
NOTE_CONTENT_INFO,NOTE_CSN_ID,Y,1
NOTE_CONTENT_INFO,NOTE_ID,Y,3
NOTE_COPY_TRACKING,NOTE_ID,Y,1
NOTE_DENT_PROCS,NOTE_ID,Y,1
NOTE_DENT_PROCS,DENT_PROC_FINDING_ID,Y,3
NOTE_EDIT_TRAIL,NOTE_ID,Y,1
NOTE_ENC_INFO,NOTE_ID,Y,1
NOTE_ENC_INFO,COSIGNUSER_ID,Y,5
NOTE_ENC_INFO,UPDATE_USER_ID,Y,17
NOTE_ENC_INFO,AUTHOR_USER_ID,Y,23
NOTE_ENC_INFO,EDIT_USER_ID,Y,34
NOTE_ENC_INFO,UMRG_SRC_MEDPROB_ID,Y,37
NOTE_ENC_INFO,ECG_EDITED_USER_ID,Y,39
NOTE_ENC_INFO,CARE_PLAN_CSN_ID,Y,51
NOTE_ENC_INFO,PROGRESS_NOTE_ID,Y,52
NOTE_ENC_INFO,CSGN_RECPNT_USER_ID,Y,55
NOTE_ENC_INFO,PAT_ENC_CSN_ID,Y,60
NOTE_ENC_INFO,UNMERGE_SRC_NOTE_ID,Y,62
NOTE_ENC_INFO,LINK_DXR_CSN_ID,Y,68
NOTE_ENC_INFO_2,NOTE_CSN_ID,Y,1
NOTE_ENC_INFO_2,NOTE_ID,Y,2
NOTE_ENC_INFO_2,CM_CT_OWNER_ID,Y,6
NOTE_ENC_SUMMARY,NOTE_CSN_ID,Y,1
NOTE_ENC_SUMMARY,NOTE_ID,Y,3
NOTE_EXT_REL_ORD,NOTE_CSN_ID,Y,1
NOTE_EXT_REL_ORD,NOTE_ID,Y,3
NOTE_EXT_REL_PREDX,NOTE_CSN_ID,Y,1
NOTE_EXT_REL_PREDX,NOTE_ID,Y,3
